schema_name,table_name,index_name,index_oid,indexdef,is_constraint_owned,constraint_name,constraint_type
landscape,auth_user_groups,auth_user_groups_user_id_group_id_94350c0c_uniq,655440,"CREATE UNIQUE INDEX auth_user_groups_user_id_group_id_94350c0c_uniq ON landscape.auth_user_groups USING btree (user_id, group_id)",True,auth_user_groups_user_id_group_id_94350c0c_uniq,u
landscape,auth_user_user_permissions,auth_user_user_permissions_permission_id_1fbb5f2c,655467,CREATE INDEX auth_user_user_permissions_permission_id_1fbb5f2c ON landscape.auth_user_user_permissions USING btree (permission_id),False,,
landscape,auth_user_user_permissions,auth_user_user_permissions_pkey,655414,CREATE UNIQUE INDEX auth_user_user_permissions_pkey ON landscape.auth_user_user_permissions USING btree (id),True,auth_user_user_permissions_pkey,p
landscape,auth_user_user_permissions,auth_user_user_permissions_user_id_a95ead1b,655466,CREATE INDEX auth_user_user_permissions_user_id_a95ead1b ON landscape.auth_user_user_permissions USING btree (user_id),False,,
landscape,auth_user_user_permissions,auth_user_user_permissions_user_id_permission_id_14a6b632_uniq,655454,"CREATE UNIQUE INDEX auth_user_user_permissions_user_id_permission_id_14a6b632_uniq ON landscape.auth_user_user_permissions USING btree (user_id, permission_id)",True,auth_user_user_permissions_user_id_permission_id_14a6b632_uniq,u
landscape,bmk_absorption_velocity,bmk_absorption_velocity_pkey,892959,CREATE UNIQUE INDEX bmk_absorption_velocity_pkey ON landscape.bmk_absorption_velocity USING btree (absorption_velocity_id),True,bmk_absorption_velocity_pkey,p
landscape,bmk_absorption_velocity,idx_bmk_absorption_benchmark,892966,CREATE INDEX idx_bmk_absorption_benchmark ON landscape.bmk_absorption_velocity USING btree (benchmark_id),False,,
landscape,bmk_absorption_velocity,idx_bmk_absorption_geography,892967,CREATE INDEX idx_bmk_absorption_geography ON landscape.bmk_absorption_velocity USING btree (market_geography),False,,
landscape,bmk_builder_communities,bmk_builder_communities_pkey,1204234,CREATE UNIQUE INDEX bmk_builder_communities_pkey ON landscape.bmk_builder_communities USING btree (id),True,bmk_builder_communities_pkey,p
landscape,bmk_builder_communities,bmk_builder_communities_source_source_id_key,1204236,"CREATE UNIQUE INDEX bmk_builder_communities_source_source_id_key ON landscape.bmk_builder_communities USING btree (source, source_id)",True,bmk_builder_communities_source_source_id_key,u
landscape,bmk_builder_communities,idx_bmk_communities_builder,1204238,CREATE INDEX idx_bmk_communities_builder ON landscape.bmk_builder_communities USING btree (builder_name),False,,
landscape,bmk_builder_communities,idx_bmk_communities_city_state,1204240,"CREATE INDEX idx_bmk_communities_city_state ON landscape.bmk_builder_communities USING btree (city, state)",False,,
landscape,bmk_builder_communities,idx_bmk_communities_geo,1204241,"CREATE INDEX idx_bmk_communities_geo ON landscape.bmk_builder_communities USING btree (lat, lng) WHERE (lat IS NOT NULL)",False,,
landscape,bmk_builder_communities,idx_bmk_communities_last_seen,1204242,CREATE INDEX idx_bmk_communities_last_seen ON landscape.bmk_builder_communities USING btree (last_seen_at),False,,
landscape,bmk_builder_communities,idx_bmk_communities_market,1204239,CREATE INDEX idx_bmk_communities_market ON landscape.bmk_builder_communities USING btree (market_label),False,,
landscape,bmk_builder_communities,idx_bmk_communities_price_range,1204243,"CREATE INDEX idx_bmk_communities_price_range ON landscape.bmk_builder_communities USING btree (price_min, price_max) WHERE (price_min IS NOT NULL)",False,,
landscape,bmk_builder_inventory,bmk_builder_inventory_pkey,1204273,CREATE UNIQUE INDEX bmk_builder_inventory_pkey ON landscape.bmk_builder_inventory USING btree (id),True,bmk_builder_inventory_pkey,p
landscape,bmk_builder_inventory,bmk_builder_inventory_source_source_id_key,1204275,"CREATE UNIQUE INDEX bmk_builder_inventory_source_source_id_key ON landscape.bmk_builder_inventory USING btree (source, source_id)",True,bmk_builder_inventory_source_source_id_key,u
landscape,bmk_builder_inventory,idx_bmk_inventory_city_state,1204281,"CREATE INDEX idx_bmk_inventory_city_state ON landscape.bmk_builder_inventory USING btree (city, state)",False,,
landscape,bmk_builder_inventory,idx_bmk_inventory_community,1204277,"CREATE INDEX idx_bmk_inventory_community ON landscape.bmk_builder_inventory USING btree (source, community_source_id)",False,,
landscape,bmk_builder_inventory,idx_bmk_inventory_geo,1204280,"CREATE INDEX idx_bmk_inventory_geo ON landscape.bmk_builder_inventory USING btree (lat, lng) WHERE (lat IS NOT NULL)",False,,
landscape,bmk_builder_inventory,idx_bmk_inventory_last_seen,1204282,CREATE INDEX idx_bmk_inventory_last_seen ON landscape.bmk_builder_inventory USING btree (last_seen_at),False,,
landscape,bmk_builder_inventory,idx_bmk_inventory_move_in,1204283,CREATE INDEX idx_bmk_inventory_move_in ON landscape.bmk_builder_inventory USING btree (move_in_date) WHERE (move_in_date IS NOT NULL),False,,
landscape,bmk_builder_inventory,idx_bmk_inventory_price,1204279,CREATE INDEX idx_bmk_inventory_price ON landscape.bmk_builder_inventory USING btree (price_current) WHERE (price_current IS NOT NULL),False,,
landscape,bmk_builder_inventory,idx_bmk_inventory_status,1204278,CREATE INDEX idx_bmk_inventory_status ON landscape.bmk_builder_inventory USING btree (status),False,,
landscape,bmk_builder_plans,bmk_builder_plans_pkey,1204254,CREATE UNIQUE INDEX bmk_builder_plans_pkey ON landscape.bmk_builder_plans USING btree (id),True,bmk_builder_plans_pkey,p
landscape,bmk_builder_plans,bmk_builder_plans_source_source_id_key,1204256,"CREATE UNIQUE INDEX bmk_builder_plans_source_source_id_key ON landscape.bmk_builder_plans USING btree (source, source_id)",True,bmk_builder_plans_source_source_id_key,u
landscape,bmk_builder_plans,idx_bmk_plans_base_price,1204260,CREATE INDEX idx_bmk_plans_base_price ON landscape.bmk_builder_plans USING btree (base_price) WHERE (base_price IS NOT NULL),False,,
landscape,bmk_builder_plans,idx_bmk_plans_community,1204258,"CREATE INDEX idx_bmk_plans_community ON landscape.bmk_builder_plans USING btree (source, community_source_id)",False,,
landscape,bmk_builder_plans,idx_bmk_plans_last_seen,1204262,CREATE INDEX idx_bmk_plans_last_seen ON landscape.bmk_builder_plans USING btree (last_seen_at),False,,
landscape,bmk_builder_plans,idx_bmk_plans_product_type,1204259,CREATE INDEX idx_bmk_plans_product_type ON landscape.bmk_builder_plans USING btree (product_type),False,,
landscape,bmk_builder_plans,idx_bmk_plans_sqft,1204261,"CREATE INDEX idx_bmk_plans_sqft ON landscape.bmk_builder_plans USING btree (sqft_min, sqft_max) WHERE (sqft_min IS NOT NULL)",False,,
landscape,bmk_resale_closings,bmk_resale_closings_pkey,1212426,CREATE UNIQUE INDEX bmk_resale_closings_pkey ON landscape.bmk_resale_closings USING btree (id),True,bmk_resale_closings_pkey,p
landscape,bmk_resale_closings,bmk_resale_closings_source_source_id_key,1212428,"CREATE UNIQUE INDEX bmk_resale_closings_source_source_id_key ON landscape.bmk_resale_closings USING btree (source, source_id)",True,bmk_resale_closings_source_source_id_key,u
landscape,bmk_resale_closings,idx_bmk_resale_closings_geo,1212433,"CREATE INDEX idx_bmk_resale_closings_geo ON landscape.bmk_resale_closings USING btree (lat, lng)",False,,
landscape,bmk_resale_closings,idx_bmk_resale_closings_location,1212432,"CREATE INDEX idx_bmk_resale_closings_location ON landscape.bmk_resale_closings USING btree (city, state)",False,,
landscape,bmk_resale_closings,idx_bmk_resale_closings_sale_date,1212431,CREATE INDEX idx_bmk_resale_closings_sale_date ON landscape.bmk_resale_closings USING btree (sale_date DESC),False,,
landscape,bmk_resale_closings,idx_bmk_resale_closings_source,1212430,CREATE INDEX idx_bmk_resale_closings_source ON landscape.bmk_resale_closings USING btree (source),False,,
landscape,bmk_resale_closings,idx_bmk_resale_closings_year_built,1212434,CREATE INDEX idx_bmk_resale_closings_year_built ON landscape.bmk_resale_closings USING btree (year_built),False,,
landscape,core_category_lifecycle_stages,core_category_lifecycle_stages_pkey,917511,"CREATE UNIQUE INDEX core_category_lifecycle_stages_pkey ON landscape.core_category_lifecycle_stages USING btree (category_id, activity)",True,core_category_lifecycle_stages_pkey,p
landscape,core_category_lifecycle_stages,idx_category_lifecycle_category,917519,CREATE INDEX idx_category_lifecycle_category ON landscape.core_category_lifecycle_stages USING btree (category_id),False,,
landscape,core_category_lifecycle_stages,idx_category_lifecycle_sort,917518,"CREATE INDEX idx_category_lifecycle_sort ON landscape.core_category_lifecycle_stages USING btree (activity, sort_order)",False,,
landscape,core_category_tag_library,core_category_tag_library_pkey,909413,CREATE UNIQUE INDEX core_category_tag_library_pkey ON landscape.core_category_tag_library USING btree (tag_id),True,core_category_tag_library_pkey,p
landscape,core_category_tag_library,core_category_tag_library_tag_name_key,909415,CREATE UNIQUE INDEX core_category_tag_library_tag_name_key ON landscape.core_category_tag_library USING btree (tag_name),True,core_category_tag_library_tag_name_key,u
landscape,core_category_tag_library,idx_tag_library_active,909418,CREATE INDEX idx_tag_library_active ON landscape.core_category_tag_library USING btree (is_active) WHERE (is_active = true),False,,
landscape,core_category_tag_library,idx_tag_library_context,909417,CREATE INDEX idx_tag_library_context ON landscape.core_category_tag_library USING btree (tag_context),False,,
landscape,core_doc,core_doc_pkey,262243,CREATE UNIQUE INDEX core_doc_pkey ON landscape.core_doc USING btree (doc_id),True,core_doc_pkey,p
landscape,core_doc,idx_core_doc_doc_type,262314,CREATE INDEX idx_core_doc_doc_type ON landscape.core_doc USING btree (doc_type),False,,
landscape,core_doc,idx_core_doc_processing_status,1302531,CREATE INDEX idx_core_doc_processing_status ON landscape.core_doc USING btree (processing_status),False,,
landscape,core_doc,idx_core_doc_profile_json,262315,CREATE INDEX idx_core_doc_profile_json ON landscape.core_doc USING gin (profile_json),False,,
landscape,core_doc,idx_core_doc_project_id,262311,CREATE INDEX idx_core_doc_project_id ON landscape.core_doc USING btree (project_id),False,,
landscape,core_doc,idx_core_doc_status,262313,CREATE INDEX idx_core_doc_status ON landscape.core_doc USING btree (status),False,,
landscape,core_doc,idx_core_doc_workspace_id,262312,CREATE INDEX idx_core_doc_workspace_id ON landscape.core_doc USING btree (workspace_id),False,,
landscape,core_doc_attr_enum,core_doc_attr_enum_pkey,450567,"CREATE UNIQUE INDEX core_doc_attr_enum_pkey ON landscape.core_doc_attr_enum USING btree (attr_id, option_code)",True,core_doc_attr_enum_pkey,p
landscape,core_doc_attr_lookup,core_doc_attr_lookup_pkey,450580,CREATE UNIQUE INDEX core_doc_attr_lookup_pkey ON landscape.core_doc_attr_lookup USING btree (attr_id),True,core_doc_attr_lookup_pkey,p
landscape,core_doc_folder,core_doc_folder_pkey,458765,CREATE UNIQUE INDEX core_doc_folder_pkey ON landscape.core_doc_folder USING btree (folder_id),True,core_doc_folder_pkey,p
landscape,core_doc_folder,idx_folder_parent,458774,CREATE INDEX idx_folder_parent ON landscape.core_doc_folder USING btree (parent_id) WHERE (is_active = true),False,,
landscape,core_doc_folder,idx_folder_path,458775,CREATE INDEX idx_folder_path ON landscape.core_doc_folder USING btree (path),False,,
landscape,core_doc_folder,unique_folder_path,458767,CREATE UNIQUE INDEX unique_folder_path ON landscape.core_doc_folder USING btree (path),True,unique_folder_path,u
landscape,core_doc_folder_link,core_doc_folder_link_pkey,458781,CREATE UNIQUE INDEX core_doc_folder_link_pkey ON landscape.core_doc_folder_link USING btree (doc_id),True,core_doc_folder_link_pkey,p
landscape,core_doc_folder_link,idx_folder_link_folder,458793,CREATE INDEX idx_folder_link_folder ON landscape.core_doc_folder_link USING btree (folder_id),False,,
landscape,core_doc_smartfilter,core_doc_smartfilter_pkey,458804,CREATE UNIQUE INDEX core_doc_smartfilter_pkey ON landscape.core_doc_smartfilter USING btree (filter_id),True,core_doc_smartfilter_pkey,p
landscape,core_doc_smartfilter,idx_smartfilter_active,458806,CREATE INDEX idx_smartfilter_active ON landscape.core_doc_smartfilter USING btree (is_active) WHERE (is_active = true),False,,
landscape,core_doc_text,core_doc_text_pkey,458814,CREATE UNIQUE INDEX core_doc_text_pkey ON landscape.core_doc_text USING btree (doc_id),True,core_doc_text_pkey,p
landscape,core_doc_text,idx_doc_text_fts,458821,"CREATE INDEX idx_doc_text_fts ON landscape.core_doc_text USING gin (to_tsvector('english'::regconfig, extracted_text))",False,,
landscape,core_fin_budget_version,core_fin_budget_version_pkey,196772,CREATE UNIQUE INDEX core_fin_budget_version_pkey ON landscape.core_fin_budget_version USING btree (budget_id),True,core_fin_budget_version_pkey,p
landscape,core_fin_category_uom,core_fin_category_uom_pkey,196716,"CREATE UNIQUE INDEX core_fin_category_uom_pkey ON landscape.core_fin_category_uom USING btree (category_id, uom_code)",True,core_fin_category_uom_pkey,p
landscape,core_fin_confidence_policy,core_fin_confidence_policy_pkey,638984,CREATE UNIQUE INDEX core_fin_confidence_policy_pkey ON landscape.core_fin_confidence_policy USING btree (confidence_code),True,core_fin_confidence_policy_pkey,p
landscape,core_fin_crosswalk_ad,core_fin_crosswalk_ad_pkey,196840,"CREATE UNIQUE INDEX core_fin_crosswalk_ad_pkey ON landscape.core_fin_crosswalk_ad USING btree (ad_code, category_id)",True,core_fin_crosswalk_ad_pkey,p
landscape,core_fin_crosswalk_ae,core_fin_crosswalk_ae_pkey,196852,"CREATE UNIQUE INDEX core_fin_crosswalk_ae_pkey ON landscape.core_fin_crosswalk_ae USING btree (ae_coa, category_id)",True,core_fin_crosswalk_ae_pkey,p
landscape,core_fin_curve,core_fin_curve_name_key,196760,CREATE UNIQUE INDEX core_fin_curve_name_key ON landscape.core_fin_curve USING btree (name),True,core_fin_curve_name_key,u
landscape,core_fin_curve,core_fin_curve_pkey,196758,CREATE UNIQUE INDEX core_fin_curve_pkey ON landscape.core_fin_curve USING btree (curve_id),True,core_fin_curve_pkey,p
landscape,core_fin_division_applicability,core_fin_container_applicability_pkey,557104,"CREATE UNIQUE INDEX core_fin_container_applicability_pkey ON landscape.core_fin_division_applicability USING btree (category_id, tier)",True,core_fin_container_applicability_pkey,p
landscape,core_fin_fact_actual,core_fin_fact_actual_pkey,196821,CREATE UNIQUE INDEX core_fin_fact_actual_pkey ON landscape.core_fin_fact_actual USING btree (fact_id),True,core_fin_fact_actual_pkey,p
landscape,core_fin_fact_actual,idx_core_fin_fact_actual_container,311363,CREATE INDEX idx_core_fin_fact_actual_container ON landscape.core_fin_fact_actual USING btree (container_id),False,,
landscape,core_fin_fact_actual,idx_fact_actual_category,196834,CREATE INDEX idx_fact_actual_category ON landscape.core_fin_fact_actual USING btree (category_id),False,,
landscape,core_fin_fact_actual,idx_fact_actual_container,557099,"CREATE INDEX idx_fact_actual_container ON landscape.core_fin_fact_actual USING btree (container_id, txn_date)",False,,
landscape,core_fin_fact_actual,idx_fact_actual_scenario,696389,CREATE INDEX idx_fact_actual_scenario ON landscape.core_fin_fact_actual USING btree (scenario_id),False,,
landscape,core_fin_fact_budget,core_fin_fact_budget_pkey,196783,CREATE UNIQUE INDEX core_fin_fact_budget_pkey ON landscape.core_fin_fact_budget USING btree (fact_id),True,core_fin_fact_budget_pkey,p
landscape,core_fin_fact_budget,idx_budget_approval_status,991254,CREATE INDEX idx_budget_approval_status ON landscape.core_fin_fact_budget USING btree (approval_status),False,,
landscape,core_fin_fact_budget,idx_budget_fact_category_l1,835637,CREATE INDEX idx_budget_fact_category_l1 ON landscape.core_fin_fact_budget USING btree (category_l1_id) WHERE (category_l1_id IS NOT NULL),False,,
landscape,core_fin_fact_budget,idx_budget_fact_category_l2,835638,CREATE INDEX idx_budget_fact_category_l2 ON landscape.core_fin_fact_budget USING btree (category_l2_id) WHERE (category_l2_id IS NOT NULL),False,,
landscape,core_fin_fact_budget,idx_budget_fact_category_l3,835639,CREATE INDEX idx_budget_fact_category_l3 ON landscape.core_fin_fact_budget USING btree (category_l3_id) WHERE (category_l3_id IS NOT NULL),False,,
landscape,core_fin_fact_budget,idx_budget_fact_category_l4,835640,CREATE INDEX idx_budget_fact_category_l4 ON landscape.core_fin_fact_budget USING btree (category_l4_id) WHERE (category_l4_id IS NOT NULL),False,,
landscape,core_fin_fact_budget,idx_budget_finance_structure,663671,CREATE INDEX idx_budget_finance_structure ON landscape.core_fin_fact_budget USING btree (finance_structure_id),False,,
landscape,core_fin_fact_budget,idx_budget_funding_id,991256,CREATE INDEX idx_budget_funding_id ON landscape.core_fin_fact_budget USING btree (funding_id),False,,
landscape,core_fin_fact_budget,idx_budget_is_critical,991255,CREATE INDEX idx_budget_is_critical ON landscape.core_fin_fact_budget USING btree (is_critical) WHERE (is_critical = true),False,,
landscape,core_fin_fact_budget,idx_budget_lifecycle_stage,1024003,CREATE INDEX idx_budget_lifecycle_stage ON landscape.core_fin_fact_budget USING btree (activity),False,,
landscape,core_fin_fact_budget,idx_budget_milestone_id,991257,CREATE INDEX idx_budget_milestone_id ON landscape.core_fin_fact_budget USING btree (milestone_id),False,,
landscape,core_fin_fact_budget,idx_budget_status,991253,CREATE INDEX idx_budget_status ON landscape.core_fin_fact_budget USING btree (status),False,,
landscape,core_fin_fact_budget,idx_core_fin_fact_budget_confidence,311364,CREATE INDEX idx_core_fin_fact_budget_confidence ON landscape.core_fin_fact_budget USING btree (confidence_level),False,,
landscape,core_fin_fact_budget,idx_core_fin_fact_budget_container,311362,CREATE INDEX idx_core_fin_fact_budget_container ON landscape.core_fin_fact_budget USING btree (division_id),False,,
landscape,core_fin_fact_budget,idx_core_fin_fact_budget_periods,884738,"CREATE INDEX idx_core_fin_fact_budget_periods ON landscape.core_fin_fact_budget USING btree (start_period, end_period) WHERE (start_period IS NOT NULL)",False,,
landscape,core_fin_fact_budget,idx_core_fin_fact_budget_vendor,311365,CREATE INDEX idx_core_fin_fact_budget_vendor ON landscape.core_fin_fact_budget USING btree (vendor_contact_id),False,,
landscape,core_fin_fact_budget,idx_fact_budget_budget_container,557097,"CREATE INDEX idx_fact_budget_budget_container ON landscape.core_fin_fact_budget USING btree (budget_id, division_id)",False,,
landscape,core_fin_fact_budget,idx_fact_budget_category,196811,CREATE INDEX idx_fact_budget_category ON landscape.core_fin_fact_budget USING btree (category_id),False,,
landscape,core_fin_fact_budget,idx_fact_budget_dates,442382,"CREATE INDEX idx_fact_budget_dates ON landscape.core_fin_fact_budget USING btree (start_date, end_date)",False,,
landscape,core_fin_fact_budget,idx_fact_budget_division,557096,"CREATE INDEX idx_fact_budget_division ON landscape.core_fin_fact_budget USING btree (division_id, category_id)",False,,
landscape,core_fin_fact_budget,idx_fact_budget_project_level,557098,"CREATE INDEX idx_fact_budget_project_level ON landscape.core_fin_fact_budget USING btree (project_id, category_id) WHERE (division_id IS NULL)",False,,
landscape,core_fin_fact_budget,idx_fact_budget_project_scenario,696383,"CREATE INDEX idx_fact_budget_project_scenario ON landscape.core_fin_fact_budget USING btree (project_id, scenario_id)",False,,
landscape,core_fin_fact_budget,idx_fact_budget_scenario,696382,CREATE INDEX idx_fact_budget_scenario ON landscape.core_fin_fact_budget USING btree (scenario_id),False,,
landscape,core_fin_fact_tags,core_fin_fact_tags_fact_id_fact_type_tag_name_key,311375,"CREATE UNIQUE INDEX core_fin_fact_tags_fact_id_fact_type_tag_name_key ON landscape.core_fin_fact_tags USING btree (fact_id, fact_type, tag_name)",True,core_fin_fact_tags_fact_id_fact_type_tag_name_key,u
landscape,core_fin_fact_tags,core_fin_fact_tags_pkey,311373,CREATE UNIQUE INDEX core_fin_fact_tags_pkey ON landscape.core_fin_fact_tags USING btree (tag_id),True,core_fin_fact_tags_pkey,p
landscape,core_fin_fact_tags,idx_fact_tags_category,311379,CREATE INDEX idx_fact_tags_category ON landscape.core_fin_fact_tags USING btree (tag_category),False,,
landscape,core_fin_fact_tags,idx_fact_tags_fact,311377,"CREATE INDEX idx_fact_tags_fact ON landscape.core_fin_fact_tags USING btree (fact_id, fact_type)",False,,
landscape,core_fin_fact_tags,idx_fact_tags_name,311378,CREATE INDEX idx_fact_tags_name ON landscape.core_fin_fact_tags USING btree (tag_name),False,,
landscape,core_fin_funding_source,core_fin_funding_source_pkey,196748,CREATE UNIQUE INDEX core_fin_funding_source_pkey ON landscape.core_fin_funding_source USING btree (funding_id),True,core_fin_funding_source_pkey,p
landscape,core_fin_growth_rate_sets,core_fin_growth_rate_sets_pkey,319497,CREATE UNIQUE INDEX core_fin_growth_rate_sets_pkey ON landscape.core_fin_growth_rate_sets USING btree (set_id),True,core_fin_growth_rate_sets_pkey,p
landscape,core_fin_growth_rate_sets,core_fin_growth_rate_sets_project_id_card_type_set_name_key,319499,"CREATE UNIQUE INDEX core_fin_growth_rate_sets_project_id_card_type_set_name_key ON landscape.core_fin_growth_rate_sets USING btree (project_id, card_type, set_name)",True,core_fin_growth_rate_sets_project_id_card_type_set_name_key,u
landscape,core_fin_growth_rate_sets,idx_growth_rate_benchmark,843890,CREATE INDEX idx_growth_rate_benchmark ON landscape.core_fin_growth_rate_sets USING btree (benchmark_id),False,,
landscape,core_fin_growth_rate_sets,idx_growth_rate_geography,843891,CREATE INDEX idx_growth_rate_geography ON landscape.core_fin_growth_rate_sets USING btree (market_geography),False,,
